input,amount,currency,amount_normalized,purpose_canonical,timeframe,target_compact
Planning to put fifteen thousand towards my groceries within within 3 weeks.,15000,INR,15000.0,groceries,within 3 weeks,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:groceries;timeframe:within 3 weeks
Can I save fifteen thousand over the next in 6 months for gaming pc,15000,INR,15000.0,gaming_pc,in 6 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Gotta save €3000 for groceries ASAP.,3000,EUR,3000.0,groceries,by 15 Oct 2025,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:groceries;timeframe:by 15 Oct 2025
Can I save $150k over the next by next Christmas for groceries,150000,USD,150000.0,groceries,by next Christmas,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:by next Christmas
Need Rs. 10k for bike by this summer.,10000,INR,10000.0,bike,this summer,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:bike;timeframe:this summer
Save 150k for gaming rig in by New Year.,150000,INR,150000.0,gaming_pc,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Can I save Rs. 10k over the next next year for smartphone,10000,INR,10000.0,phone,next year,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:phone;timeframe:next year
I need 1.5 lakh by before Eid to buy a deposit.,150000,INR,150000.0,deposit,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:deposit;timeframe:before Eid
Planning to put ₹150k towards my gaming pc within next year.,150000,INR,150000.0,gaming_pc,next year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:next year
Need £500 for gaming rig by by next Christmas.,500,GBP,500.0,gaming_pc,by next Christmas,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Want to set aside one hundred fifty thousand for trip next in 5 months.,150000,INR,150000.0,travel,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:in 5 months
Need Rs. 10k for groceries by by Diwali.,10000,INR,10000.0,groceries,by Diwali,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:groceries;timeframe:by Diwali
"Want to set aside 1,50,000 for car next within 3 weeks.",150000,INR,150000.0,car,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:within 3 weeks
Want to set aside fifteen thousand for travel next in 5 months.,15000,INR,15000.0,travel,in 5 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:travel;timeframe:in 5 months
Want to set aside Rs. 10k for vacation next within 3 weeks.,10000,INR,10000.0,travel,within 3 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:travel;timeframe:within 3 weeks
"Need ₹25,000 for mobile by by New Year.",25000,INR,25000.0,phone,by New Year,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:phone;timeframe:by New Year
Want to set aside one fifty thousand for wedding next by Diwali.,51000,INR,51000.0,wedding,by Diwali,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:wedding;timeframe:by Diwali
I need fifteen thousand by in 5 months to buy a mobile.,15000,INR,15000.0,phone,in 5 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:in 5 months
Planning to put Rs. 10k towards my pc within this summer.,10000,INR,10000.0,gaming_pc,this summer,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:gaming_pc;timeframe:this summer
Im aiming to save one hundred fifty thousand in within 2 weeks for rent.,150000,INR,150000.0,rent,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:within 2 weeks
Im aiming to save 1.5 lakh in before Eid for groceries.,150000,INR,150000.0,groceries,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:before Eid
Can I save 150k dollars over the next by Diwali for car,150000,INR,150000.0,car,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:car;timeframe:by Diwali
Can I save ₹150k over the next within 3 weeks for wedding,150000,INR,150000.0,wedding,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:wedding;timeframe:within 3 weeks
Need 1.5 lakh for gaming pc by in 5 months.,150000,INR,150000.0,gaming_pc,in 5 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:in 5 months
"Gotta save $2,000 for phone ASAP.",2000,USD,2000.0,phone,this summer,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:phone;timeframe:this summer
Can I save 2000 USD over the next by New Year for car,2000,USD,2000.0,car,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:car;timeframe:by New Year
Want to set aside 1.5 lakh for emergency fund next within 2 weeks.,150000,INR,150000.0,emergency_fund,within 2 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:within 2 weeks
Need £500 for gaming rig by within 3 weeks.,500,GBP,500.0,gaming_pc,within 3 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
Gotta save $150k for bike ASAP.,150000,USD,150000.0,bike,in 6 months,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:bike;timeframe:in 6 months
Planning to put 1.5 lakh towards my trip within this summer.,150000,INR,150000.0,travel,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:this summer
Save fifteen thousand for phone in in 6 months.,15000,INR,15000.0,phone,in 6 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:phone;timeframe:in 6 months
Planning to put fifteen thousand towards my rent within by next Christmas.,15000,INR,15000.0,rent,by next Christmas,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:rent;timeframe:by next Christmas
I need €3000 by by next Christmas to buy a pc.,3000,EUR,3000.0,gaming_pc,by next Christmas,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:gaming_pc;timeframe:by next Christmas
Im aiming to save 2000 USD in by next Christmas for bike.,2000,USD,2000.0,bike,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:bike;timeframe:by next Christmas
I need €3000 by by New Year to buy a bike.,3000,EUR,3000.0,bike,by New Year,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:bike;timeframe:by New Year
Can I save $150k over the next in 5 months for gift,150000,USD,150000.0,gift,in 5 months,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:gift;timeframe:in 5 months
Im aiming to save 2000 USD in next year for vacation.,2000,USD,2000.0,travel,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:next year
I need $150k by by 15 Oct 2025 to buy a gaming pc.,150000,USD,150000.0,gaming_pc,by 15 Oct 2025,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:by 15 Oct 2025
Can I save ₹150k over the next by New Year for bike,150000,INR,150000.0,bike,by New Year,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:bike;timeframe:by New Year
Need Rs. 10k for bike by by New Year.,10000,INR,10000.0,bike,by New Year,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:bike;timeframe:by New Year
"I need ₹25,000 by within 2 weeks to buy a bike.",25000,INR,25000.0,bike,within 2 weeks,amount:25000;currency:INR;amount_normalized:25000.0;purpose_canonical:bike;timeframe:within 2 weeks
Gotta save Rs. 10k for medical ASAP.,10000,INR,10000.0,medical,within 2 weeks,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:medical;timeframe:within 2 weeks
Want to set aside 1.5 lakh for laptop next within 3 weeks.,150000,INR,150000.0,laptop,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:laptop;timeframe:within 3 weeks
"Im aiming to save 1,50,000 in within 3 weeks for pc.",150000,INR,150000.0,gaming_pc,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:within 3 weeks
"Im aiming to save 1,50,000 in before Eid for tuition.",150000,INR,150000.0,tuition,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:before Eid
"Save $2,000 for trip in by New Year.",2000,USD,2000.0,travel,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:by New Year
Planning to put one fifty thousand towards my laptop within by Diwali.,51000,INR,51000.0,laptop,by Diwali,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:laptop;timeframe:by Diwali
Want to set aside $150k for emergency fund next by next Christmas.,150000,USD,150000.0,emergency_fund,by next Christmas,amount:150000;currency:USD;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:by next Christmas
"Im aiming to save $2,000 in in 6 months for vacation.",2000,USD,2000.0,travel,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:in 6 months
Im aiming to save ₹150k in by 15 Oct 2025 for smartphone.,150000,INR,150000.0,phone,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by 15 Oct 2025
I need 2000 USD by next year to buy a medical.,2000,USD,2000.0,medical,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:medical;timeframe:next year
Gotta save £500 for car ASAP.,500,GBP,500.0,car,within 3 weeks,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:car;timeframe:within 3 weeks
"Can I save $2,000 over the next by New Year for pc",2000,USD,2000.0,gaming_pc,by New Year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Gotta save Rs. 10k for pc ASAP.,10000,INR,10000.0,gaming_pc,in 6 months,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Planning to put 1.5 lakh towards my deposit within within 3 weeks.,150000,INR,150000.0,deposit,within 3 weeks,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:deposit;timeframe:within 3 weeks
"Gotta save 1,50,000 for medical ASAP.",150000,INR,150000.0,medical,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:medical;timeframe:by Diwali
"Want to set aside $2,000 for trip next in 6 months.",2000,USD,2000.0,travel,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:travel;timeframe:in 6 months
Gotta save one hundred fifty thousand for phone ASAP.,150000,INR,150000.0,phone,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:phone;timeframe:by Diwali
Want to set aside 2000 USD for groceries next by next Christmas.,2000,USD,2000.0,groceries,by next Christmas,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:groceries;timeframe:by next Christmas
Im aiming to save 150k dollars in in 6 months for emergency fund.,150000,INR,150000.0,emergency_fund,in 6 months,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:emergency_fund;timeframe:in 6 months
"Want to set aside 1,50,000 for tuition next before Eid.",150000,INR,150000.0,tuition,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:tuition;timeframe:before Eid
"Can I save $2,000 over the next in 6 months for gaming pc",2000,USD,2000.0,gaming_pc,in 6 months,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:in 6 months
Planning to put €3000 towards my trip within within 2 weeks.,3000,EUR,3000.0,travel,within 2 weeks,amount:3000;currency:EUR;amount_normalized:3000.0;purpose_canonical:travel;timeframe:within 2 weeks
Save one hundred fifty thousand for travel in before Eid.,150000,INR,150000.0,travel,before Eid,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:travel;timeframe:before Eid
Can I save £500 over the next by New Year for wedding,500,GBP,500.0,wedding,by New Year,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:wedding;timeframe:by New Year
Gotta save Rs. 10k for bike ASAP.,10000,INR,10000.0,bike,by Diwali,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:bike;timeframe:by Diwali
Want to set aside one fifty thousand for travel next within 3 weeks.,51000,INR,51000.0,travel,within 3 weeks,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:travel;timeframe:within 3 weeks
Planning to put Rs. 10k towards my tuition within in 6 months.,10000,INR,10000.0,tuition,in 6 months,amount:10000;currency:INR;amount_normalized:10000.0;purpose_canonical:tuition;timeframe:in 6 months
Can I save 150k dollars over the next by 15 Oct 2025 for rent,150000,INR,150000.0,rent,by 15 Oct 2025,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:rent;timeframe:by 15 Oct 2025
Save 2000 USD for gaming pc in within 2 weeks.,2000,USD,2000.0,gaming_pc,within 2 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
Want to set aside £500 for deposit next by Diwali.,500,GBP,500.0,deposit,by Diwali,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:deposit;timeframe:by Diwali
"Im aiming to save 1,50,000 in by Diwali for groceries.",150000,INR,150000.0,groceries,by Diwali,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:groceries;timeframe:by Diwali
Need one fifty thousand for gaming rig by this summer.,51000,INR,51000.0,gaming_pc,this summer,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:gaming_pc;timeframe:this summer
Need ₹150k for wedding by this summer.,150000,INR,150000.0,wedding,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:wedding;timeframe:this summer
Need fifteen thousand for gaming pc by by New Year.,15000,INR,15000.0,gaming_pc,by New Year,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:gaming_pc;timeframe:by New Year
Save fifteen thousand for emergency fund in in 6 months.,15000,INR,15000.0,emergency_fund,in 6 months,amount:15000;currency:INR;amount_normalized:15000.0;purpose_canonical:emergency_fund;timeframe:in 6 months
Planning to put 2000 USD towards my pc within next year.,2000,USD,2000.0,gaming_pc,next year,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:gaming_pc;timeframe:next year
Gotta save 1.5 lakh for laptop ASAP.,150000,INR,150000.0,laptop,by next Christmas,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:laptop;timeframe:by next Christmas
I need £500 by in 5 months to buy a pc.,500,GBP,500.0,gaming_pc,in 5 months,amount:500;currency:GBP;amount_normalized:500.0;purpose_canonical:gaming_pc;timeframe:in 5 months
Planning to put one fifty thousand towards my gaming pc within within 2 weeks.,51000,INR,51000.0,gaming_pc,within 2 weeks,amount:51000;currency:INR;amount_normalized:51000.0;purpose_canonical:gaming_pc;timeframe:within 2 weeks
Save 150k for gaming pc in this summer.,150000,INR,150000.0,gaming_pc,this summer,amount:150000;currency:INR;amount_normalized:150000.0;purpose_canonical:gaming_pc;timeframe:this summer
Want to set aside 2000 USD for tuition next by Diwali.,2000,USD,2000.0,tuition,by Diwali,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:tuition;timeframe:by Diwali
Save 2000 USD for tuition in within 3 weeks.,2000,USD,2000.0,tuition,within 3 weeks,amount:2000;currency:USD;amount_normalized:2000.0;purpose_canonical:tuition;timeframe:within 3 weeks
